Venue Name,Venue Physical Address,Region,Country,Full Address,Latitude,Longitude
On the Rocks,"97-99 KITCHENER ROAD
MILFORD
AUCKLAND 0741",Auckland,New Zealand,"On the Rocks 97-99 KITCHENER ROAD
MILFORD
AUCKLAND 0741 Auckland New Zealand ",-36.7729626,174.7668174
The Vic 31 Bar & Cafe,"31 VICTORIA STREET
CHRISTCHURCH CENTRAL
CHRISTCHURCH 8001",Canterbury,New Zealand,"The Vic 31 Bar & Cafe 31 VICTORIA STREET
CHRISTCHURCH CENTRAL
CHRISTCHURCH 8001 Canterbury New Zealand ",-43.5264225,172.6329885
TONYS PLACE,"53 OXFORD STREET
LEVIN
MANAWATU 5500",Manawatu-Wanganui,New Zealand,"TONYS PLACE 53 OXFORD STREET
LEVIN
MANAWATU 5500 Manawatu-Wanganui New Zealand ",-40.6299969,175.2783269
Fox and Hounds,"92 Roberts Street
TAUPO
TAUPO DISTRICT 3330
NEW ZEALAND",Waikato,New Zealand,"Fox and Hounds 92 Roberts Street
TAUPO
TAUPO DISTRICT 3330
NEW ZEALAND Waikato New Zealand ",-38.6903916,176.0736672
Malt N Steel,"72 QUEEN STREET
WAIUKU
FRANKLIN 2123",Auckland,New Zealand,"Malt N Steel 72 QUEEN STREET
WAIUKU
FRANKLIN 2123 Auckland New Zealand ",-37.2505561,174.731031
The Local,"109B MEADOWLAND DRIVE
HOWICK
MANUKAU 1704",Auckland,New Zealand,"The Local 109B MEADOWLAND DRIVE
HOWICK
MANUKAU 1704 Auckland New Zealand ",-36.912585,174.93031
Wapiti Sports Bar,"2/12 Carrington Road
POINT CHEVALIER
AUCKLAND 1022
NEW ZEALAND",Auckland,New Zealand,"Wapiti Sports Bar 2/12 Carrington Road
POINT CHEVALIER
AUCKLAND 1022
NEW ZEALAND Auckland New Zealand ",-36.8709698,174.710041
COUNTIES INN,"25 PAERATA ROAD
PUKEKOHE
FRANKLIN 1800
NEW ZEALAND",Auckland,New Zealand,"COUNTIES INN 25 PAERATA ROAD
PUKEKOHE
FRANKLIN 1800
NEW ZEALAND Auckland New Zealand ",-37.1887567,174.9023321
Armadillos Belfast,"812 MAIN NORTH ROAD
BELFAST
CHRISTCHURCH 8005",Canterbury,New Zealand,"Armadillos Belfast 812 MAIN NORTH ROAD
BELFAST
CHRISTCHURCH 8005 Canterbury New Zealand ",-43.4444095,172.6332322
Rope and Twine,"301 KING EDWARD STREET
DUNEDIN CENTRAL
DUNEDIN 9054",Otago,New Zealand,"Rope and Twine 301 KING EDWARD STREET
DUNEDIN CENTRAL
DUNEDIN 9054 Otago New Zealand ",-45.8965695,170.500776
Triple Crown,"SHOP 14 47 VINE STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"Triple Crown SHOP 14 47 VINE STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7265149,174.3206278
Richardsons Restaurant & Bar,"211 RICHARDSON ROAD
OWAIRAKA
AUCKLAND 1003",Auckland,New Zealand,"Richardsons Restaurant & Bar 211 RICHARDSON ROAD
OWAIRAKA
AUCKLAND 1003 Auckland New Zealand ",-36.9004616,174.7192078
Woolston Sports Bar,"669-675 FERRY ROAD
WOOLSTON
CHRISTCHURCH 8002
NEW ZEALAND",Canterbury,New Zealand,"Woolston Sports Bar 669-675 FERRY ROAD
WOOLSTON
CHRISTCHURCH 8002
NEW ZEALAND Canterbury New Zealand ",-43.5486268,172.6820514
Mo's Sports Bar & Grill,"63-65 PEEL STREET
GISBORNE CENTRAL
GISBORNE 4010",Gisborne,New Zealand,"Mo's Sports Bar & Grill 63-65 PEEL STREET
GISBORNE CENTRAL
GISBORNE 4010 Gisborne New Zealand ",-38.6666691,178.0252695
FRANKTON RAILWAY BOWLING CLUB,"51A RIFLE RANGE ROAD
FRANKTON
HAMILTON 3204",Waikato,New Zealand,"FRANKTON RAILWAY BOWLING CLUB 51A RIFLE RANGE ROAD
FRANKTON
HAMILTON 3204 Waikato New Zealand ",-37.7883946,175.2508193
Marble Bar,"Shop 17
Gate Pa Shopping Centre
1000 Cameron Road
TAURANGA CENTRAL
TAURANGA 3112
NEW ZEALAND",Bay of Plenty,New Zealand,"Marble Bar Shop 17
Gate Pa Shopping Centre
1000 Cameron Road
TAURANGA CENTRAL
TAURANGA 3112
NEW ZEALAND Bay of Plenty New Zealand ",-37.7144587,176.14147
Club Metro,"13 RIDGEWAY STREET
WANGANUI
WANGANUI DISTRICT 4540",Manawatu-Wanganui,New Zealand,"Club Metro 13 RIDGEWAY STREET
WANGANUI
WANGANUI DISTRICT 4540 Manawatu-Wanganui New Zealand ",-39.9323958,175.055627
THE HOWICK RETURNED SERVICES AND ASSOCIATION COMMUNITY CLUB INCORPORATED,"25 WELLINGTON STREET
HOWICK
MANUKAU 1704",Auckland,New Zealand,"THE HOWICK RETURNED SERVICES AND ASSOCIATION COMMUNITY CLUB INCORPORATED 25 WELLINGTON STREET
HOWICK
MANUKAU 1704 Auckland New Zealand ",-36.8942795,174.9292297
Grand Slam Sports Bar,"23 MASKELL STREET
GLENDOWIE
AUCKLAND 1071",Auckland,New Zealand,"Grand Slam Sports Bar 23 MASKELL STREET
GLENDOWIE
AUCKLAND 1071 Auckland New Zealand ",-36.8592304,174.8613113
The WeighBridge,"132 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025",Auckland,New Zealand,"The WeighBridge 132 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025 Auckland New Zealand ",-36.9684462,174.8598334
The Mates Bar,"16A SHAMROCK DRIVE
KUMEU
RODNEY DISTRICT 1250",Auckland,New Zealand,"The Mates Bar 16A SHAMROCK DRIVE
KUMEU
RODNEY DISTRICT 1250 Auckland New Zealand ",-36.7756556,174.5538483
Soma Bar and Restaurant,"10/35 TAMAKI DRIVE
MISSION BAY
AUCKLAND 1005",Auckland,New Zealand,"Soma Bar and Restaurant 10/35 TAMAKI DRIVE
MISSION BAY
AUCKLAND 1005 Auckland New Zealand ",-36.8477868,174.8293578
Valentines Hornby,"7-11 CHALMERS STREET
HORNBY
CHRISTCHURCH 8042",Canterbury,New Zealand,"Valentines Hornby 7-11 CHALMERS STREET
HORNBY
CHRISTCHURCH 8042 Canterbury New Zealand ",-43.542859,172.5219944
Porterhouse Blues,"7A King Street
UPPER HUTT CENTRAL
UPPER HUTT 5018
NEW ZEALAND",Wellington,New Zealand,"Porterhouse Blues 7A King Street
UPPER HUTT CENTRAL
UPPER HUTT 5018
NEW ZEALAND Wellington New Zealand ",-41.123352,175.0747528
Luanne's Bistro,"68 ARARINO STREET
TRENTHAM
UPPER HUTT 6007",Wellington,New Zealand,"Luanne's Bistro 68 ARARINO STREET
TRENTHAM
UPPER HUTT 6007 Wellington New Zealand ",-41.1375147,175.0377002
Ha'apai Veu Bar,"Unit H 
24 Dunrobin Place
Pakuranga
HALF MOON BAY
AUCKLAND 2010
NEW ZEALAND",Auckland,New Zealand,"Ha'apai Veu Bar Unit H 
24 Dunrobin Place
Pakuranga
HALF MOON BAY
AUCKLAND 2010
NEW ZEALAND Auckland New Zealand ",-19.75,-174.366667
COLLARDS SPORTS BAR,"WHANGATANE DRIVE
KAITAIA
NORTHLAND 0410",Northland,New Zealand,"COLLARDS SPORTS BAR WHANGATANE DRIVE
KAITAIA
NORTHLAND 0410 Northland New Zealand ",-35.0895861,173.2575012
Nexus Wine and Cafe,"38 BRIDGE STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"Nexus Wine and Cafe 38 BRIDGE STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2181564,175.8699063
The Realm Bar & Grill,"7-11 MOXHAM AVENUE
HATAITAI
WELLINGTON 6003",Wellington,New Zealand,"The Realm Bar & Grill 7-11 MOXHAM AVENUE
HATAITAI
WELLINGTON 6003 Wellington New Zealand ",-41.3046742,174.7940493
Stratford District Citizens and Services Club Inc,"60 Juliet Street
STRATFORD
TARANAKI 4332
NEW ZEALAND",Taranaki,New Zealand,"Stratford District Citizens and Services Club Inc 60 Juliet Street
STRATFORD
TARANAKI 4332
NEW ZEALAND Taranaki New Zealand ",-39.3379091,174.2860045
The Swamp Tavern,"670 MAIN SOUTH ROAD
ISLINGTON
CHRISTCHURCH 8004",Canterbury,New Zealand,"The Swamp Tavern 670 MAIN SOUTH ROAD
ISLINGTON
CHRISTCHURCH 8004 Canterbury New Zealand ",-43.5485893,172.4916989
Ferry Tavern,"1060 FERRY ROAD
FERRYMEAD
CHRISTCHURCH 8023
NEW ZEALAND",Canterbury,New Zealand,"Ferry Tavern 1060 FERRY ROAD
FERRYMEAD
CHRISTCHURCH 8023
NEW ZEALAND Canterbury New Zealand ",-43.5587206,172.7072083
Papa Mo's,"T13, Exclesa Centre
4 Golden Sands Drive
PAPAMOA BEACH
BAY OF PLENTY 3118
NEW ZEALAND",Bay of Plenty,New Zealand,"Papa Mo's T13, Exclesa Centre
4 Golden Sands Drive
PAPAMOA BEACH
BAY OF PLENTY 3118
NEW ZEALAND Bay of Plenty New Zealand ",-37.7173319,176.3419551
Barracks Sports Bar,"170 St Hill Street
WANGANUI
WANGANUI DISTRICT 4500
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"Barracks Sports Bar 170 St Hill Street
WANGANUI
WANGANUI DISTRICT 4500
NEW ZEALAND Manawatu-Wanganui New Zealand ",-39.9318002,175.048048
Applejack Bar & Eatery,"2 DUNROBIN PLACE
HIGHLAND PARK
MANUKAU 1704",Auckland,New Zealand,"Applejack Bar & Eatery 2 DUNROBIN PLACE
HIGHLAND PARK
MANUKAU 1704 Auckland New Zealand ",-36.8980922,174.9053234
Pitt St Pub,"243 KARANGAHAPE ROAD
NEWTON
AUCKLAND 1010
NEW ZEALAND",Auckland,New Zealand,"Pitt St Pub 243 KARANGAHAPE ROAD
NEWTON
AUCKLAND 1010
NEW ZEALAND Auckland New Zealand ",-36.8574987,174.7588326
Merrin Street Brewery Bar,"SHOP 4 AVONHEAD SHOPPING CENTRE 210 WITHELLS ROAD
AVONHEAD
CHRISTCHURCH 8004",Canterbury,New Zealand,"Merrin Street Brewery Bar SHOP 4 AVONHEAD SHOPPING CENTRE 210 WITHELLS ROAD
AVONHEAD
CHRISTCHURCH 8004 Canterbury New Zealand ",-43.5106423,172.5574393
The Jolly Pub & Kitchen,"93 MAZENGARB ROAD
PARAPARAUMU
KAPITI COAST 5032
NEW ZEALAND",Wellington,New Zealand,"The Jolly Pub & Kitchen 93 MAZENGARB ROAD
PARAPARAUMU
KAPITI COAST 5032
NEW ZEALAND Wellington New Zealand ",-40.8867893,175.0021531
SANDBAR PUB,"103 MANA ESPLANADE
MANA-CAMBORNE
PORIRUA 5026
NEW ZEALAND",Wellington,New Zealand,"SANDBAR PUB 103 MANA ESPLANADE
MANA-CAMBORNE
PORIRUA 5026
NEW ZEALAND Wellington New Zealand ",-41.0920156,174.8678596
THE MARINER,"19 WHITEHOUSE ROAD
TITAHI BAY
PORIRUA 5022
NEW ZEALAND",Wellington,New Zealand,"THE MARINER 19 WHITEHOUSE ROAD
TITAHI BAY
PORIRUA 5022
NEW ZEALAND Wellington New Zealand ",-41.1087231,174.8377757
KASPERS SPORTS BAR,"1302 TUTANEKAI STREET
ROTORUA CENTRAL
ROTORUA 3010
NEW ZEALAND",Bay of Plenty,New Zealand,"KASPERS SPORTS BAR 1302 TUTANEKAI STREET
ROTORUA CENTRAL
ROTORUA 3010
NEW ZEALAND Bay of Plenty New Zealand ",-38.1394517,176.251693
CITY SPORTS BAR,"20 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3110
NEW ZEALAND",Bay of Plenty,New Zealand,"CITY SPORTS BAR 20 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3110
NEW ZEALAND Bay of Plenty New Zealand ",-37.6824473,176.1690646
CHEERS TAVERN,"15 OWENS PLACE
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND",Bay of Plenty,New Zealand,"CHEERS TAVERN 15 OWENS PLACE
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND Bay of Plenty New Zealand ",-37.6791702,176.2226575
THE MINERS TAVERN,"GLASGOW STREET
HUNTLY
WAIKATO 3700",Waikato,New Zealand,"THE MINERS TAVERN GLASGOW STREET
HUNTLY
WAIKATO 3700 Waikato New Zealand ",-37.5573081,175.1615142
The Brook Bar and Eatery,"16 SOUTHBROOK ROAD
RANGIORA
CANTERBURY 7400",Canterbury,New Zealand,"The Brook Bar and Eatery 16 SOUTHBROOK ROAD
RANGIORA
CANTERBURY 7400 Canterbury New Zealand ",-43.3238962,172.5991621
THE CUTTING SPORTS CAFE,"32 MIRAMAR AVENUE
MIRAMAR
WELLINGTON 6022
NEW ZEALAND",Wellington,New Zealand,"THE CUTTING SPORTS CAFE 32 MIRAMAR AVENUE
MIRAMAR
WELLINGTON 6022
NEW ZEALAND Wellington New Zealand ",-41.3155627,174.8140255
Duke of Wellington,"CORNER WATERLOO QUAY AND BUNNY STREET
WELLINGTON CENTRAL
WELLINGTON 6011",Wellington,New Zealand,"Duke of Wellington CORNER WATERLOO QUAY AND BUNNY STREET
WELLINGTON CENTRAL
WELLINGTON 6011 Wellington New Zealand ",-41.2804111,174.7799086
The Horses Bar,"17 PLUMMERS POINT ROAD RD2
OMOKOROA
BAY OF PLENTY 3021",Bay of Plenty,New Zealand,"The Horses Bar 17 PLUMMERS POINT ROAD RD2
OMOKOROA
BAY OF PLENTY 3021 Bay of Plenty New Zealand ",-37.6788447,176.0268876
COBB & CO,"81 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3120
NEW ZEALAND",Bay of Plenty,New Zealand,"COBB & CO 81 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3120
NEW ZEALAND Bay of Plenty New Zealand ",-37.9506222,176.9980996
Two Turkeys Restaurant & Bar,"182-188 GREAT SOUTH ROAD
PAPAKURA
SOUTH AUCKLAND 1703",Auckland,New Zealand,"Two Turkeys Restaurant & Bar 182-188 GREAT SOUTH ROAD
PAPAKURA
SOUTH AUCKLAND 1703 Auckland New Zealand ",-37.0632878,174.9429619
The Brass Boxer Sports Bar,"509 MT ALBERT ROAD
THREE KINGS
AUCKLAND 1042
NEW ZEALAND",Auckland,New Zealand,"The Brass Boxer Sports Bar 509 MT ALBERT ROAD
THREE KINGS
AUCKLAND 1042
NEW ZEALAND Auckland New Zealand ",-36.9087986,174.7560152
MERCURY BAR,"5 MERCURY LANE
NEWTON
AUCKLAND 1010
NEW ZEALAND",Auckland,New Zealand,"MERCURY BAR 5 MERCURY LANE
NEWTON
AUCKLAND 1010
NEW ZEALAND Auckland New Zealand ",-36.8581759,174.7588844
REDWOOD TAVERN,"70 CLEGHORN STREET
BLENHEIM
MARLBOROUGH 7201
NEW ZEALAND",Marlborough,New Zealand,"REDWOOD TAVERN 70 CLEGHORN STREET
BLENHEIM
MARLBOROUGH 7201
NEW ZEALAND Marlborough New Zealand ",-41.5290489,173.9562377
GOLDEN CHANCE,"6 BLEDISLOE ROAD
MARAENUI
NAPIER 4110
NEW ZEALAND",Hawke's Bay,New Zealand,"GOLDEN CHANCE 6 BLEDISLOE ROAD
MARAENUI
NAPIER 4110
NEW ZEALAND Hawke's Bay New Zealand ",-39.5145059,176.9042907
Lumberjacks Tavern,"123 HAKIAHA STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 2600",Manawatu-Wanganui,New Zealand,"Lumberjacks Tavern 123 HAKIAHA STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 2600 Manawatu-Wanganui New Zealand ",-38.8832003,175.2659647
TAB Newtown,"225 Riddiford Street
NEWTOWN
WELLINGTON 6021
NEW ZEALAND",Wellington,New Zealand,"TAB Newtown 225 Riddiford Street
NEWTOWN
WELLINGTON 6021
NEW ZEALAND Wellington New Zealand ",-41.3153601,174.7804604
Lucky's Barcade and Social,"125 ELLIOT STREET
HOWICK
MANUKAU 1704",Auckland,New Zealand,"Lucky's Barcade and Social 125 ELLIOT STREET
HOWICK
MANUKAU 1704 Auckland New Zealand ",-36.9018688,174.9272929
The Duke Tavern,"19 YORK STREET
RUSSELL
NORTHLAND 0202",Northland,New Zealand,"The Duke Tavern 19 YORK STREET
RUSSELL
NORTHLAND 0202 Northland New Zealand ",-35.2614204,174.1224366
WAIKATO COMMERCE CLUB,"197 Collingwood Street
HAMILTON CENTRAL
HAMILTON 3204
NEW ZEALAND",Waikato,New Zealand,"WAIKATO COMMERCE CLUB 197 Collingwood Street
HAMILTON CENTRAL
HAMILTON 3204
NEW ZEALAND Waikato New Zealand ",-37.7925102,175.2788586
Friends Restaurant and Bar,"49 Marine Parade
NAPIER CITY
NAPIER 4110
NEW ZEALAND",Hawke's Bay,New Zealand,"Friends Restaurant and Bar 49 Marine Parade
NAPIER CITY
NAPIER 4110
NEW ZEALAND Hawke's Bay New Zealand ",-39.4875419,176.9191953
Castle 789,"789 MAIN STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"Castle 789 789 MAIN STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.3474899,175.6297991
Jack Dusty's Papamoa,"546 PAPAMOA BEACH ROAD
PAPAMOA
BAY OF PLENTY 3003",Bay of Plenty,New Zealand,"Jack Dusty's Papamoa 546 PAPAMOA BEACH ROAD
PAPAMOA
BAY OF PLENTY 3003 Bay of Plenty New Zealand ",-37.6688444,176.1533687
The Village Bar,"1 PATUMAHOE ROAD
PATUMAHOE
FRANKLIN 1850",Auckland,New Zealand,"The Village Bar 1 PATUMAHOE ROAD
PATUMAHOE
FRANKLIN 1850 Auckland New Zealand ",-37.187847,174.8282018
Dishy's Bar,"1/586 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025",Auckland,New Zealand,"Dishy's Bar 1/586 GREAT SOUTH ROAD
PAPATOETOE
AUCKLAND 2025 Auckland New Zealand ",-36.9806746,174.877385
Mumbai Spice,"29 Carlyle Street
NAPIER CITY
NAPIER 4110
NEW ZEALAND",Hawke's Bay,New Zealand,"Mumbai Spice 29 Carlyle Street
NAPIER CITY
NAPIER 4110
NEW ZEALAND Hawke's Bay New Zealand ",-39.4919259,176.9107918
Ngongotaha Tavern,"11B HALL ROAD
NGONGOTAHA
ROTORUA DISTRICT 3202",Bay of Plenty,New Zealand,"Ngongotaha Tavern 11B HALL ROAD
NGONGOTAHA
ROTORUA DISTRICT 3202 Bay of Plenty New Zealand ",-38.08111,176.2109137
The Hawera Local,"110 PRINCES STREET
HAWERA
TARANAKI 4800",Taranaki,New Zealand,"The Hawera Local 110 PRINCES STREET
HAWERA
TARANAKI 4800 Taranaki New Zealand ",-39.5879374,174.2845091
Greerton Sports Bar,"1315 CAMERON ROAD
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"Greerton Sports Bar 1315 CAMERON ROAD
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.7261496,176.1331521
Maungatapu Sports Bar,"285 MAUNGATAPU ROAD
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"Maungatapu Sports Bar 285 MAUNGATAPU ROAD
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.7164031,176.1791157
CREOLE'S BAR & CAFE,"308-310 HIBISCUS COAST HIGHWAY STATE HIGHWAY 1
OREWA
RODNEY DISTRICT 0946",Auckland,New Zealand,"CREOLE'S BAR & CAFE 308-310 HIBISCUS COAST HIGHWAY STATE HIGHWAY 1
OREWA
RODNEY DISTRICT 0946 Auckland New Zealand ",-36.5875278,174.6965472
Paihia Sports Bar,"10 Selwyn Road
PAIHIA
NORTHLAND 0200
NEW ZEALAND",Northland,New Zealand,"Paihia Sports Bar 10 Selwyn Road
PAIHIA
NORTHLAND 0200
NEW ZEALAND Northland New Zealand ",-35.2819395,174.0905812
The Lincoln,"1295 FENTON STREET
ROTORUA CENTRAL
ROTORUA 3201",Bay of Plenty,New Zealand,"The Lincoln 1295 FENTON STREET
ROTORUA CENTRAL
ROTORUA 3201 Bay of Plenty New Zealand ",-38.1393037,176.2534563
Waipu Hotel,"4 South Road
WAIPU
NORTHLAND 0510
NEW ZEALAND",Northland,New Zealand,"Waipu Hotel 4 South Road
WAIPU
NORTHLAND 0510
NEW ZEALAND Northland New Zealand ",-35.9854807,174.4473694
The Rib House,"UNIT 21
123 ORMISTON ROAD
FLAT BUSH
AUCKLAND 2016
NEW ZEALAND",Auckland,New Zealand,"The Rib House UNIT 21
123 ORMISTON ROAD
FLAT BUSH
AUCKLAND 2016
NEW ZEALAND Auckland New Zealand ",-36.9642661,174.9028571
Worlds End Bar and Restaurant,"SHOP 7 FRASER COVE 229-233 FRASER STREET
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"Worlds End Bar and Restaurant SHOP 7 FRASER COVE 229-233 FRASER STREET
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.712382,176.1514233
Lakes Sports Bar,"204 Taurikura Drive
TAURANGA SOUTH
TAURANGA 3110
NEW ZEALAND",Bay of Plenty,New Zealand,"Lakes Sports Bar 204 Taurikura Drive
TAURANGA SOUTH
TAURANGA 3110
NEW ZEALAND Bay of Plenty New Zealand ",-37.7507616,176.0972052
HILLCREST TAVERN,"247 Clyde Street
CLAUDELANDS
HAMILTON 3216
NEW ZEALAND",Waikato,New Zealand,"HILLCREST TAVERN 247 Clyde Street
CLAUDELANDS
HAMILTON 3216
NEW ZEALAND Waikato New Zealand ",-37.7891255,175.307607
Kina's Sports Bar,"42 MANNERING STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"Kina's Sports Bar 42 MANNERING STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2163955,175.8695191
Cutlers Entertainment,"181-184 HIGH STREET
LOWER HUTT CENTRAL
LOWER HUTT 5010",Wellington,New Zealand,"Cutlers Entertainment 181-184 HIGH STREET
LOWER HUTT CENTRAL
LOWER HUTT 5010 Wellington New Zealand ",-41.2094846,174.9030317
Victoria Tavern,"140 JACKSON STREET
PETONE
LOWER HUTT 5012",Wellington,New Zealand,"Victoria Tavern 140 JACKSON STREET
PETONE
LOWER HUTT 5012 Wellington New Zealand ",-41.2242295,174.874366
TAVERN HAREWOOD BAR AND GRILL,"Parkside Plaza 
333 HAREWOOD ROAD
BISHOPDALE
CHRISTCHURCH 8005
NEW ZEALAND",Canterbury,New Zealand,"TAVERN HAREWOOD BAR AND GRILL Parkside Plaza 
333 HAREWOOD ROAD
BISHOPDALE
CHRISTCHURCH 8005
NEW ZEALAND Canterbury New Zealand ",-43.4882441,172.5861031
STOCK X CHANGE SHIRLEY,"110 MARSHLAND ROAD
SHIRLEY
CHRISTCHURCH 8061
NEW ZEALAND",Canterbury,New Zealand,"STOCK X CHANGE SHIRLEY 110 MARSHLAND ROAD
SHIRLEY
CHRISTCHURCH 8061
NEW ZEALAND Canterbury New Zealand ",-43.499815,172.662946
Armadillos Halswell,"29 ENSIGN STREET
HALSWELL
CHRISTCHURCH 7674",Canterbury,New Zealand,"Armadillos Halswell 29 ENSIGN STREET
HALSWELL
CHRISTCHURCH 7674 Canterbury New Zealand ",-43.574557,172.5672672
Ascot Sportshouse and Eatery,"198 HILTON HIGHWAY
WASHDYKE
CANTERBURY 8602",Canterbury,New Zealand,"Ascot Sportshouse and Eatery 198 HILTON HIGHWAY
WASHDYKE
CANTERBURY 8602 Canterbury New Zealand ",-44.3554883,171.2378238
DIGGERS TAVERN MOSGIEL,"6 CHURCH STREET
MOSGIEL
DUNEDIN 9032",Otago,New Zealand,"DIGGERS TAVERN MOSGIEL 6 CHURCH STREET
MOSGIEL
DUNEDIN 9032 Otago New Zealand ",-45.8741615,170.3492225
Carriers Arms Hotel,"96 PALMERSTON STREET
RIVERTON
SOUTHLAND 9822",Southland,New Zealand,"Carriers Arms Hotel 96 PALMERSTON STREET
RIVERTON
SOUTHLAND 9822 Southland New Zealand ",-46.3491667,168.0175
GLASINE CAFE,"257 ELLES ROAD
STRATHERN
INVERCARGILL 9501
NEW ZEALAND",Southland,New Zealand,"GLASINE CAFE 257 ELLES ROAD
STRATHERN
INVERCARGILL 9501
NEW ZEALAND Southland New Zealand ",-46.4274324,168.3612319
Harlequins Bar and Restaurant,"1130 GREAT NORTH ROAD
POINT CHEVALIER
AUCKLAND 1022",Auckland,New Zealand,"Harlequins Bar and Restaurant 1130 GREAT NORTH ROAD
POINT CHEVALIER
AUCKLAND 1022 Auckland New Zealand ",-36.8695708,174.7128926
Loading Ramp,"8 Treachers Lane
HAVELOCK NORTH
HAWKES BAY 4130
NEW ZEALAND",Hawke's Bay,New Zealand,"Loading Ramp 8 Treachers Lane
HAVELOCK NORTH
HAWKES BAY 4130
NEW ZEALAND Hawke's Bay New Zealand ",-39.6689691,176.8772388
Finn's Bistro Bar,"CORNER TONGARIRO AND TUWHARETOA STREETS
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"Finn's Bistro Bar CORNER TONGARIRO AND TUWHARETOA STREETS
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6885094,176.0697056
THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,"12-16 Hannah Street
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND",Northland,New Zealand,"THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED 12-16 Hannah Street
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND Northland New Zealand ",-35.7268672,174.323561
Memory Layne,"37 O'SHANNESSEY STREET
PAPAKURA
SOUTH AUCKLAND 1703",Auckland,New Zealand,"Memory Layne 37 O'SHANNESSEY STREET
PAPAKURA
SOUTH AUCKLAND 1703 Auckland New Zealand ",-37.06038,174.942473
Kauri Arms Tavern,"195 COMMERCE STREET
KAITAIA
NORTHLAND 0410",Northland,New Zealand,"Kauri Arms Tavern 195 COMMERCE STREET
KAITAIA
NORTHLAND 0410 Northland New Zealand ",-35.1108696,173.2612772
Bar 2013,"101 Karamu Road South
HASTINGS CENTRAL
HAWKES BAY 4201
NEW ZEALAND",Hawke's Bay,New Zealand,"Bar 2013 101 Karamu Road South
HASTINGS CENTRAL
HAWKES BAY 4201
NEW ZEALAND Hawke's Bay New Zealand ",-39.6430473,176.8437821
TAB PORIRUA,"3 SERLBY PLACE
PORIRUA
WELLINGTON 6006
NEW ZEALAND",Wellington,New Zealand,"TAB PORIRUA 3 SERLBY PLACE
PORIRUA
WELLINGTON 6006
NEW ZEALAND Wellington New Zealand ",-41.1344892,174.8405407
GRETNA HOTEL,"117 HAUTAPU STREET
TAIHAPE
MANAWATU 4720
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"GRETNA HOTEL 117 HAUTAPU STREET
TAIHAPE
MANAWATU 4720
NEW ZEALAND Manawatu-Wanganui New Zealand ",-39.6758333,175.7983333
HENNESSY'S IRISH BAR,"1208-1210 TUTANEKAI STREET
ROTORUA CENTRAL
ROTORUA 3201
NEW ZEALAND",Bay of Plenty,New Zealand,"HENNESSY'S IRISH BAR 1208-1210 TUTANEKAI STREET
ROTORUA CENTRAL
ROTORUA 3201
NEW ZEALAND Bay of Plenty New Zealand ",-38.1364627,176.2517201
CROWN & ANCHOR,"4 PRINCESS STREET
PUTARURU
WAIKATO 2371",Waikato,New Zealand,"CROWN & ANCHOR 4 PRINCESS STREET
PUTARURU
WAIKATO 2371 Waikato New Zealand ",-38.05154,175.779244
